Objetivos,Metas,Indicadores,Ciudad,Valor,Fuente
Objetivo4,c.       En 2030 aumentar sustancialmente  el suministro de docentes calificados. en particular mediante la cooperación internacional para la formación de docentes en los países en desarrollo. para la formación del profesorado  especialmente los países menos desarrollados y los pequeños Estados insulares en desarrollo.,4.c.1.2 Porcentaje de docentes oficiales con título de posgrado,Bogotá,Pendiente,Ministerio de Educación
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.1 Porcentaje de estudiantes que alcanza nivel satisfactorio o avanzado en prueba de Matemáticas de Saber 3,Cali,58.00,ICFES
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.2 Porcentaje de estudiantes que alcanza nivel satisfactorio o avanzado en prueba de Lenguaje de Saber 3,Cali,57.00,ICFES
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.3 Porcentaje de estudiantes que alcanza nivel satisfactorio o avanzado en prueba de Matemáticas de Saber 5,Cali,36.00,ICFES
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.4 Porcentaje de estudiantes que alcanza nivel satisfactorio o avanzado en prueba de Lenguaje de Saber 5,Cali,46.00,ICFES
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.5 Porcentaje de estudiantes que alcanza nivel satisfactorio o avanzado en prueba de Matemáticas de Saber 9,Cali,22.00,ICFES
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.6 Porcentaje de estudiantes que alcanza nivel satisfactorio o avanzado en prueba de Lenguaje de Saber 9,Cali,41.00,ICFES
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.7 Índice sintético de calidad en Primaria,Cali,5.67,Ministerio de Educación
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.8 Índice sintético de calidad en Secundaria,Cali,5.46,Ministerio de Educación
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.9 Índice sintético de calidad en Media,Cali,5.95,Ministerio de Educación
Objetivo4,4.2   Para 2030 garantizar que todas las niñas y los niños tengan acceso a un desarrollo de calidad en la primera infancia. al cuidado y la educación infantil para que estén listos para la educación primaria.,4.2.1.1 Número de niños menores de cinco años atendidos en modalidad integral,Cali,Pendiente,ICBF & Secretarías de educación
Objetivo4,4.2   Para 2030 garantizar que todas las niñas y los niños tengan acceso a un desarrollo de calidad en la primera infancia. al cuidado y la educación infantil para que estén listos para la educación primaria.,4.2.2.1 Tasa de cobertura en transición,Cali,Pendiente,Secretaría de educación
Objetivo4,4.3   En 2030 garantizar la igualdad de acceso de todas las mujeres y hombres a la educación técnica. profesional y superior. de calidad y asequible. incluyendo la Universidad.,4.3.1.1 Tasa de cobertura en educación superior,Cali,Pendiente,Ministerio de Educación (2012)
Objetivo4,4.3   En 2030 garantizar la igualdad de acceso de todas las mujeres y hombres a la educación técnica. profesional y superior. de calidad y asequible. incluyendo la Universidad.,4.3.1.2 Tasa de asistencia a Instituciones Educativas. entre personas de 15 a 24 años,Cali,46.10,DANE-GEIH
Objetivo4,4.4   Para 2030. aumentar sustancialmente el número de jóvenes y adultos con habilidades relevantes incluidas las aptitudes técnicas y vocacionales. para el empleo. trabajo decente y el emprendimiento.,4.4.1.1. Porcentaje de personas de cinco años y más que utiliza el computador en cualquier lugar,Cali,No Disponible,DANE
Objetivo4,4.4   Para 2030. aumentar sustancialmente el número de jóvenes y adultos con habilidades relevantes incluidas las aptitudes técnicas y vocacionales. para el empleo. trabajo decente y el emprendimiento.,4.4.1.1. Porcentaje de personas de cinco años y más que utiliza el internet en cualquier lugar y desde cualquier dispositivo,Cali,No Disponible,DANE
Objetivo4,4.5   En 2030. eliminar las disparidades de género en la educación y garantizar la igualdad de acceso a todos los niveles de la educación y la formación profesional de las personas vulnerables. incluidas las personas con discapacidad. los pueblos indígenas. y los niños en situación de vulnerabilidad.,4.5.1.1 Brecha en cobertura neta de primaria entre hombres/mujeres,Cali,Pendiente,Secretaría de educación
Objetivo4,4.5   En 2030. eliminar las disparidades de género en la educación y garantizar la igualdad de acceso a todos los niveles de la educación y la formación profesional de las personas vulnerables. incluidas las personas con discapacidad. los pueblos indígenas. y los niños en situación de vulnerabilidad.,4.5.1.2 Brecha en cobertura neta de secundaria entre hombres/mujeres,Cali,Pendiente,Secretaría de educación
Objetivo4,4.5   En 2030. eliminar las disparidades de género en la educación y garantizar la igualdad de acceso a todos los niveles de la educación y la formación profesional de las personas vulnerables. incluidas las personas con discapacidad. los pueblos indígenas. y los niños en situación de vulnerabilidad.,4.5.1.3 Brecha en cobertura neta de media entre hombres/mujeres,Cali,Pendiente,Secretaría de educación
Objetivo4,4.5   En 2030. eliminar las disparidades de género en la educación y garantizar la igualdad de acceso a todos los niveles de la educación y la formación profesional de las personas vulnerables. incluidas las personas con discapacidad. los pueblos indígenas. y los niños en situación de vulnerabilidad.,4.5.1.4 Brecha en cobertura neta de primaria entre zona urbana/zona rural,Cali,Pendiente,Secretaría de educación
Objetivo4,4.5   En 2030. eliminar las disparidades de género en la educación y garantizar la igualdad de acceso a todos los niveles de la educación y la formación profesional de las personas vulnerables. incluidas las personas con discapacidad. los pueblos indígenas. y los niños en situación de vulnerabilidad.,4.5.1.5 Brecha en cobertura neta de secundaria entre zona urbana/zona rural,Cali,Pendiente,Secretaría de educación
Objetivo4,4.5   En 2030. eliminar las disparidades de género en la educación y garantizar la igualdad de acceso a todos los niveles de la educación y la formación profesional de las personas vulnerables. incluidas las personas con discapacidad. los pueblos indígenas. y los niños en situación de vulnerabilidad.,4.5.1.6 Brecha en cobertura neta de media entre zona urbana/zona rural,Cali,Pendiente,Secretaría de educación
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.1 Tasa de analfabetismo en personas de 15 años y más,Cali,2.60,DANE-GEIH
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.2 Tasa de analfabetismo en Mujeres de 15 años y más,Cali,3.00,DANE-GEIH
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.3 Tasa de analfabetismo en hombres de 15 años y más,Cali,2.00,DANE-GEIH
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.4 Porcentaje de estudiantes que alcanzan el nivel satisfactorio y avanzado en prueba de Lenguaje de Saber 9,Cali,41.00,ICFES
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.5 Porcentaje de Mujeres que alcanzan el nivel satisfactorio y avanzado en prueba de Lenguaje de Saber 9,Cali,44.00,ICFES
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.6 Porcentaje de Hombres que alcanzan el nivel satisfactorio y avanzado en prueba de Lenguaje de Saber 9,Cali,39.00,ICFES
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.7 Porcentaje de estudiantes que alcanzan el nivel satisfactorio y avanzado en prueba de Matemáticas de Saber 9,Cali,22.00,ICFES
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.8 Porcentaje de estudiantes mujeres que alcanzan el nivel satisfactorio y avanzado en prueba de Matemáticas de Saber 9,Cali,19.00,ICFES
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.9 Porcentaje de estudiantes hombres que alcanzan el nivel satisfactorio y avanzado en prueba de Matemáticas de Saber 9,Cali,27.00,ICFES
Objetivo4,4.7   En 2030 asegurar que todos los alumnos adquieran el conocimiento y las habilidades necesarias para promover el desarrollo sostenible. a través de la educación para el desarrollo sostenible y estilos de vida sostenibles. derechos humanos. igualdad de género. promoción de una cultura de paz y no violencia. ciudadanía global y la apreciación de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible.,4.7.1.1 Porcentaje de estudiantes  que alcanzan el nivel satisfactorio y avanzado en prueba de Ciencias Naturales de Saber 9,Cali,33.00,ICFES (2014)
Objetivo4,4.7   En 2030 asegurar que todos los alumnos adquieran el conocimiento y las habilidades necesarias para promover el desarrollo sostenible. a través de la educación para el desarrollo sostenible y estilos de vida sostenibles. derechos humanos. igualdad de género. promoción de una cultura de paz y no violencia. ciudadanía global y la apreciación de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible.,4.7.1.2 Porcentaje de estudiantes mujeres  que alcanzan el nivel satisfactorio y avanzado en prueba de Ciencias Naturales de Saber 9,Cali,31.00,ICFES (2014)
Objetivo4,4.7   En 2030 asegurar que todos los alumnos adquieran el conocimiento y las habilidades necesarias para promover el desarrollo sostenible. a través de la educación para el desarrollo sostenible y estilos de vida sostenibles. derechos humanos. igualdad de género. promoción de una cultura de paz y no violencia. ciudadanía global y la apreciación de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible.,4.7.1.3 Porcentaje de estudiantes hombres  que alcanzan el nivel satisfactorio y avanzado en prueba de Ciencias Naturales de Saber 9,Cali,36.00,ICFES (2014)
Objetivo4,4.7   En 2030 asegurar que todos los alumnos adquieran el conocimiento y las habilidades necesarias para promover el desarrollo sostenible. a través de la educación para el desarrollo sostenible y estilos de vida sostenibles. derechos humanos. igualdad de género. promoción de una cultura de paz y no violencia. ciudadanía global y la apreciación de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible.,4.7.1.4 Porcentaje de estudiantes  que alcanzan el nivel satisfactorio y avanzado en prueba de Pensamiento Ciudadano de Saber 9,Cali,51.00,ICFES
Objetivo4,4.7   En 2030 asegurar que todos los alumnos adquieran el conocimiento y las habilidades necesarias para promover el desarrollo sostenible. a través de la educación para el desarrollo sostenible y estilos de vida sostenibles. derechos humanos. igualdad de género. promoción de una cultura de paz y no violencia. ciudadanía global y la apreciación de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible.,4.7.1.5 Porcentaje de estudiantes mujeres  que alcanzan el nivel satisfactorio y avanzado en prueba de Pensamiento Ciudadano de Saber 9,Cali,56.00,ICFES
Objetivo4,4.7   En 2030 asegurar que todos los alumnos adquieran el conocimiento y las habilidades necesarias para promover el desarrollo sostenible. a través de la educación para el desarrollo sostenible y estilos de vida sostenibles. derechos humanos. igualdad de género. promoción de una cultura de paz y no violencia. ciudadanía global y la apreciación de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible.,4.7.1.6 Porcentaje de estudiantes hombres  que alcanzan el nivel satisfactorio y avanzado en prueba de Pensamiento Ciudadano de Saber 9,Cali,47.00,ICFES
Objetivo4,a.       Construir y mejorar las instalaciones educativas para hacerlas sensibles a los niños. las personas con discapacidad y el género y proporcionar entornos de aprendizaje seguros. no violentos. inclusivos y eficaces para todos.,4.a.1.1 Porcentaje de sedes educativas con conexión a Internet,Cali,Pendiente,Ministerio de Educación
Objetivo4,a.       Construir y mejorar las instalaciones educativas para hacerlas sensibles a los niños. las personas con discapacidad y el género y proporcionar entornos de aprendizaje seguros. no violentos. inclusivos y eficaces para todos.,4.a.1.2 Porcentaje de sedes educativas con servicios básicos (Agua. electricidad. acueducto y alcantarillado),Cali,Pendiente,Ministerio de Educación
Objetivo4,c.       En 2030 aumentar sustancialmente  el suministro de docentes calificados. en particular mediante la cooperación internacional para la formación de docentes en los países en desarrollo. para la formación del profesorado  especialmente los países menos desarrollados y los pequeños Estados insulares en desarrollo.,4.c.1.1 Porcentaje de docentes oficiales con Licenciatura,Cali,Pendiente,Ministerio de Educación
Objetivo4,c.       En 2030 aumentar sustancialmente  el suministro de docentes calificados. en particular mediante la cooperación internacional para la formación de docentes en los países en desarrollo. para la formación del profesorado  especialmente los países menos desarrollados y los pequeños Estados insulares en desarrollo.,4.c.1.2 Porcentaje de docentes oficiales con título de posgrado,Cali,Pendiente,Ministerio de Educación
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.1 Porcentaje de estudiantes que alcanza nivel satisfactorio o avanzado en prueba de Matemáticas de Saber 3,Cartagena,52.00,ICFES
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.2 Porcentaje de estudiantes que alcanza nivel satisfactorio o avanzado en prueba de Lenguaje de Saber 3,Cartagena,48.00,ICFES
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.3 Porcentaje de estudiantes que alcanza nivel satisfactorio o avanzado en prueba de Matemáticas de Saber 5,Cartagena,27.00,ICFES
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.4 Porcentaje de estudiantes que alcanza nivel satisfactorio o avanzado en prueba de Lenguaje de Saber 5,Cartagena,33.00,ICFES
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.5 Porcentaje de estudiantes que alcanza nivel satisfactorio o avanzado en prueba de Matemáticas de Saber 9,Cartagena,16.00,ICFES
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.6 Porcentaje de estudiantes que alcanza nivel satisfactorio o avanzado en prueba de Lenguaje de Saber 9,Cartagena,29.00,ICFES
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.7 Índice sintético de calidad en Primaria,Cartagena,5.09,Ministerio de Educación
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.8 Índice sintético de calidad en Secundaria,Cartagena,4.72,Ministerio de Educación
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.9 Índice sintético de calidad en Media,Cartagena,5.18,Ministerio de Educación
Objetivo4,4.2   Para 2030 garantizar que todas las niñas y los niños tengan acceso a un desarrollo de calidad en la primera infancia. al cuidado y la educación infantil para que estén listos para la educación primaria.,4.2.1.1 Número de niños menores de cinco años atendidos en modalidad integral,Cartagena,Pendiente,ICBF & Secretarías de educación
Objetivo4,4.2   Para 2030 garantizar que todas las niñas y los niños tengan acceso a un desarrollo de calidad en la primera infancia. al cuidado y la educación infantil para que estén listos para la educación primaria.,4.2.2.1 Tasa de cobertura en transición,Cartagena,66.90,Secretaría de educación
Objetivo4,4.3   En 2030 garantizar la igualdad de acceso de todas las mujeres y hombres a la educación técnica. profesional y superior. de calidad y asequible. incluyendo la Universidad.,4.3.1.1 Tasa de cobertura en educación superior,Cartagena,Pendiente,Ministerio de Educación (2012)
Objetivo4,4.3   En 2030 garantizar la igualdad de acceso de todas las mujeres y hombres a la educación técnica. profesional y superior. de calidad y asequible. incluyendo la Universidad.,4.3.1.2 Tasa de asistencia a Instituciones Educativas. entre personas de 15 a 24 años,Cartagena,56.10,DANE-GEIH
Objetivo4,4.4   Para 2030. aumentar sustancialmente el número de jóvenes y adultos con habilidades relevantes incluidas las aptitudes técnicas y vocacionales. para el empleo. trabajo decente y el emprendimiento.,4.4.1.1. Porcentaje de personas de cinco años y más que utiliza el computador en cualquier lugar,Cartagena,No Disponible,DANE
Objetivo4,4.4   Para 2030. aumentar sustancialmente el número de jóvenes y adultos con habilidades relevantes incluidas las aptitudes técnicas y vocacionales. para el empleo. trabajo decente y el emprendimiento.,4.4.1.1. Porcentaje de personas de cinco años y más que utiliza el internet en cualquier lugar y desde cualquier dispositivo,Cartagena,No Disponible,DANE
Objetivo4,4.5   En 2030. eliminar las disparidades de género en la educación y garantizar la igualdad de acceso a todos los niveles de la educación y la formación profesional de las personas vulnerables. incluidas las personas con discapacidad. los pueblos indígenas. y los niños en situación de vulnerabilidad.,4.5.1.1 Brecha en cobertura neta de primaria entre hombres/mujeres,Cartagena,Pendiente,Secretaría de educación
Objetivo4,4.5   En 2030. eliminar las disparidades de género en la educación y garantizar la igualdad de acceso a todos los niveles de la educación y la formación profesional de las personas vulnerables. incluidas las personas con discapacidad. los pueblos indígenas. y los niños en situación de vulnerabilidad.,4.5.1.2 Brecha en cobertura neta de secundaria entre hombres/mujeres,Cartagena,Pendiente,Secretaría de educación
Objetivo4,4.5   En 2030. eliminar las disparidades de género en la educación y garantizar la igualdad de acceso a todos los niveles de la educación y la formación profesional de las personas vulnerables. incluidas las personas con discapacidad. los pueblos indígenas. y los niños en situación de vulnerabilidad.,4.5.1.3 Brecha en cobertura neta de media entre hombres/mujeres,Cartagena,Pendiente,Secretaría de educación
Objetivo4,4.5   En 2030. eliminar las disparidades de género en la educación y garantizar la igualdad de acceso a todos los niveles de la educación y la formación profesional de las personas vulnerables. incluidas las personas con discapacidad. los pueblos indígenas. y los niños en situación de vulnerabilidad.,4.5.1.4 Brecha en cobertura neta de primaria entre zona urbana/zona rural,Cartagena,Pendiente,Secretaría de educación
Objetivo4,4.5   En 2030. eliminar las disparidades de género en la educación y garantizar la igualdad de acceso a todos los niveles de la educación y la formación profesional de las personas vulnerables. incluidas las personas con discapacidad. los pueblos indígenas. y los niños en situación de vulnerabilidad.,4.5.1.5 Brecha en cobertura neta de secundaria entre zona urbana/zona rural,Cartagena,Pendiente,Secretaría de educación
Objetivo4,4.5   En 2030. eliminar las disparidades de género en la educación y garantizar la igualdad de acceso a todos los niveles de la educación y la formación profesional de las personas vulnerables. incluidas las personas con discapacidad. los pueblos indígenas. y los niños en situación de vulnerabilidad.,4.5.1.6 Brecha en cobertura neta de media entre zona urbana/zona rural,Cartagena,Pendiente,Secretaría de educación
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.1 Tasa de analfabetismo en personas de 15 años y más,Cartagena,2.60,DANE-GEIH
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.2 Tasa de analfabetismo en Mujeres de 15 años y más,Cartagena,2.80,DANE-GEIH
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.3 Tasa de analfabetismo en hombres de 15 años y más,Cartagena,2.40,DANE-GEIH
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.4 Porcentaje de estudiantes que alcanzan el nivel satisfactorio y avanzado en prueba de Lenguaje de Saber 9,Cartagena,29.00,ICFES
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.5 Porcentaje de Mujeres que alcanzan el nivel satisfactorio y avanzado en prueba de Lenguaje de Saber 9,Cartagena,34.00,ICFES
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.6 Porcentaje de Hombres que alcanzan el nivel satisfactorio y avanzado en prueba de Lenguaje de Saber 9,Cartagena,25.00,ICFES
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.7 Porcentaje de estudiantes que alcanzan el nivel satisfactorio y avanzado en prueba de Matemáticas de Saber 9,Cartagena,16.00,ICFES
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.8 Porcentaje de estudiantes mujeres que alcanzan el nivel satisfactorio y avanzado en prueba de Matemáticas de Saber 9,Cartagena,16.00,ICFES
Objetivo4,4.6   En 2030 asegurar que todos los jóvenes y una proporción sustancial  adultos. tanto hombres como mujeres. logren la alfabetización y habilidades matemáticas básicas.,4.6.1.9 Porcentaje de estudiantes hombres que alcanzan el nivel satisfactorio y avanzado en prueba de Matemáticas de Saber 9,Cartagena,17.00,ICFES
Objetivo4,4.7   En 2030 asegurar que todos los alumnos adquieran el conocimiento y las habilidades necesarias para promover el desarrollo sostenible. a través de la educación para el desarrollo sostenible y estilos de vida sostenibles. derechos humanos. igualdad de género. promoción de una cultura de paz y no violencia. ciudadanía global y la apreciación de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible.,4.7.1.1 Porcentaje de estudiantes  que alcanzan el nivel satisfactorio y avanzado en prueba de Ciencias Naturales de Saber 9,Cartagena,23.00,ICFES (2014)
Objetivo4,4.7   En 2030 asegurar que todos los alumnos adquieran el conocimiento y las habilidades necesarias para promover el desarrollo sostenible. a través de la educación para el desarrollo sostenible y estilos de vida sostenibles. derechos humanos. igualdad de género. promoción de una cultura de paz y no violencia. ciudadanía global y la apreciación de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible.,4.7.1.2 Porcentaje de estudiantes mujeres  que alcanzan el nivel satisfactorio y avanzado en prueba de Ciencias Naturales de Saber 9,Cartagena,23.00,ICFES (2014)
Objetivo4,4.7   En 2030 asegurar que todos los alumnos adquieran el conocimiento y las habilidades necesarias para promover el desarrollo sostenible. a través de la educación para el desarrollo sostenible y estilos de vida sostenibles. derechos humanos. igualdad de género. promoción de una cultura de paz y no violencia. ciudadanía global y la apreciación de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible.,4.7.1.3 Porcentaje de estudiantes hombres  que alcanzan el nivel satisfactorio y avanzado en prueba de Ciencias Naturales de Saber 9,Cartagena,23.00,ICFES (2014)
Objetivo4,4.7   En 2030 asegurar que todos los alumnos adquieran el conocimiento y las habilidades necesarias para promover el desarrollo sostenible. a través de la educación para el desarrollo sostenible y estilos de vida sostenibles. derechos humanos. igualdad de género. promoción de una cultura de paz y no violencia. ciudadanía global y la apreciación de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible.,4.7.1.4 Porcentaje de estudiantes  que alcanzan el nivel satisfactorio y avanzado en prueba de Pensamiento Ciudadano de Saber 9,Cartagena,37.00,ICFES
Objetivo4,4.7   En 2030 asegurar que todos los alumnos adquieran el conocimiento y las habilidades necesarias para promover el desarrollo sostenible. a través de la educación para el desarrollo sostenible y estilos de vida sostenibles. derechos humanos. igualdad de género. promoción de una cultura de paz y no violencia. ciudadanía global y la apreciación de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible.,4.7.1.5 Porcentaje de estudiantes mujeres  que alcanzan el nivel satisfactorio y avanzado en prueba de Pensamiento Ciudadano de Saber 9,Cartagena,44.00,ICFES
Objetivo4,4.7   En 2030 asegurar que todos los alumnos adquieran el conocimiento y las habilidades necesarias para promover el desarrollo sostenible. a través de la educación para el desarrollo sostenible y estilos de vida sostenibles. derechos humanos. igualdad de género. promoción de una cultura de paz y no violencia. ciudadanía global y la apreciación de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible.,4.7.1.6 Porcentaje de estudiantes hombres  que alcanzan el nivel satisfactorio y avanzado en prueba de Pensamiento Ciudadano de Saber 9,Cartagena,30.00,ICFES
Objetivo4,a.       Construir y mejorar las instalaciones educativas para hacerlas sensibles a los niños. las personas con discapacidad y el género y proporcionar entornos de aprendizaje seguros. no violentos. inclusivos y eficaces para todos.,4.a.1.1 Porcentaje de sedes educativas con conexión a Internet,Cartagena,Pendiente,Ministerio de Educación
Objetivo4,a.       Construir y mejorar las instalaciones educativas para hacerlas sensibles a los niños. las personas con discapacidad y el género y proporcionar entornos de aprendizaje seguros. no violentos. inclusivos y eficaces para todos.,4.a.1.2 Porcentaje de sedes educativas con servicios básicos (Agua. electricidad. acueducto y alcantarillado),Cartagena,Pendiente,Ministerio de Educación
Objetivo4,c.       En 2030 aumentar sustancialmente  el suministro de docentes calificados. en particular mediante la cooperación internacional para la formación de docentes en los países en desarrollo. para la formación del profesorado  especialmente los países menos desarrollados y los pequeños Estados insulares en desarrollo.,4.c.1.1 Porcentaje de docentes oficiales con Licenciatura,Cartagena,Pendiente,Ministerio de Educación
Objetivo4,c.       En 2030 aumentar sustancialmente  el suministro de docentes calificados. en particular mediante la cooperación internacional para la formación de docentes en los países en desarrollo. para la formación del profesorado  especialmente los países menos desarrollados y los pequeños Estados insulares en desarrollo.,4.c.1.2 Porcentaje de docentes oficiales con título de posgrado,Cartagena,Pendiente,Ministerio de Educación
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.1 Porcentaje de estudiantes que alcanza nivel satisfactorio o avanzado en prueba de Matemáticas de Saber 3,Cúcuta,61.00,ICFES
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.2 Porcentaje de estudiantes que alcanza nivel satisfactorio o avanzado en prueba de Lenguaje de Saber 3,Cúcuta,54.00,ICFES
Objetivo4,4.1   Para 2030. asegurar que todos los niños y niñas completen la educación primaria y secundaria gratuita. equitativa y de calidad que lleve a resultados relevantes y eficaces del aprendizaje.,4.1.1.3 Porcentaje de estudiantes que alcanza nivel satisfactorio o avanzado en prueba de Matemáticas de Saber 5,Cúcuta,42.00,ICFES
